Sno,Date,Time,State/UnionTerritory,Cured,Deaths,Confirmed
17599,28-07-2021,8:00 AM,Rajasthan,944344,8953,953575
17635,29-07-2021,8:00 AM,Rajasthan,944384,8953,953605
17671,30-07-2021,8:00 AM,Rajasthan,944410,8953,953622
17707,31-07-2021,8:00 AM,Rajasthan,944443,8953,953650
17743,01-08-2021,8:00 AM,Rajasthan,944465,8954,953667
17779,02-08-2021,8:00 AM,Rajasthan,944484,8954,953688
17815,03-08-2021,8:00 AM,Rajasthan,944509,8954,953704
17851,04-08-2021,8:00 AM,Rajasthan,944541,8954,953715
17887,05-08-2021,8:00 AM,Rajasthan,944568,8954,953733
17923,06-08-2021,8:00 AM,Rajasthan,944588,8954,953773
17959,07-08-2021,8:00 AM,Rajasthan,944606,8954,953793
17995,08-08-2021,8:00 AM,Rajasthan,944621,8954,953812
18031,09-08-2021,8:00 AM,Rajasthan,944636,8954,953827
18067,10-08-2021,8:00 AM,Rajasthan,944670,8954,953840
18103,11-08-2021,8:00 AM,Rajasthan,944700,8954,953851
2264,24-05-2020,8:00 AM,Sikkim,0,0,1
2299,25-05-2020,8:00 AM,Sikkim,0,0,1
2335,26-05-2020,8:00 AM,Sikkim,0,0,1
2371,27-05-2020,8:00 AM,Sikkim,0,0,1
2407,28-05-2020,8:00 AM,Sikkim,0,0,1
2443,29-05-2020,8:00 AM,Sikkim,0,0,1
2479,30-05-2020,8:00 AM,Sikkim,0,0,1
2515,31-05-2020,8:00 AM,Sikkim,0,0,1
2551,01-06-2020,8:00 AM,Sikkim,0,0,1
2587,02-06-2020,8:00 AM,Sikkim,0,0,1
2623,03-06-2020,8:00 AM,Sikkim,0,0,1
2659,04-06-2020,8:00 AM,Sikkim,0,0,2
2695,05-06-2020,8:00 AM,Sikkim,0,0,2
2731,06-06-2020,8:00 AM,Sikkim,0,0,3
2767,07-06-2020,8:00 AM,Sikkim,0,0,7
2803,08-06-2020,8:00 AM,Sikkim,0,0,7
2839,09-06-2020,8:00 AM,Sikkim,0,0,7
2875,10-06-2020,8:00 AM,Sikkim,0,0,13
2912,11-06-2020,8:00 AM,Sikkim,0,0,13
2948,12-06-2020,8:00 AM,Sikkim,2,0,14
2984,13-06-2020,8:00 AM,Sikkim,2,0,63
3020,14-06-2020,8:00 AM,Sikkim,4,0,63
3056,15-06-2020,8:00 AM,Sikkim,4,0,68
3092,16-06-2020,8:00 AM,Sikkim,4,0,68
3128,17-06-2020,8:00 AM,Sikkim,4,0,70
3164,18-06-2020,8:00 AM,Sikkim,4,0,70
3200,19-06-2020,8:00 AM,Sikkim,5,0,70
3236,20-06-2020,8:00 AM,Sikkim,5,0,70
3272,21-06-2020,8:00 AM,Sikkim,25,0,70
3308,22-06-2020,8:00 AM,Sikkim,25,0,78
3344,23-06-2020,8:00 AM,Sikkim,29,0,78
3380,24-06-2020,8:00 AM,Sikkim,29,0,79
3416,25-06-2020,8:00 AM,Sikkim,39,0,84
3452,26-06-2020,8:00 AM,Sikkim,39,0,85
3488,27-06-2020,8:00 AM,Sikkim,39,0,86
3524,28-06-2020,8:00 AM,Sikkim,46,0,87
3560,29-06-2020,8:00 AM,Sikkim,49,0,88
3596,30-06-2020,8:00 AM,Sikkim,50,0,88
3632,01-07-2020,8:00 AM,Sikkim,52,0,89
3668,02-07-2020,8:00 AM,Sikkim,53,0,101
3704,03-07-2020,8:00 AM,Sikkim,53,0,102
3740,04-07-2020,8:00 AM,Sikkim,53,0,102
3776,05-07-2020,8:00 AM,Sikkim,58,0,103
3812,06-07-2020,8:00 AM,Sikkim,61,0,123
3848,07-07-2020,8:00 AM,Sikkim,65,0,125
3884,08-07-2020,8:00 AM,Sikkim,70,0,125
3920,09-07-2020,8:00 AM,Sikkim,71,0,133
3956,10-07-2020,8:00 AM,Sikkim,72,0,134
3992,11-07-2020,8:00 AM,Sikkim,80,0,134
4028,12-07-2020,8:00 AM,Sikkim,80,0,151
4064,13-07-2020,8:00 AM,Sikkim,81,0,153
4100,14-07-2020,8:00 AM,Sikkim,86,0,192
4136,15-07-2020,8:00 AM,Sikkim,87,0,209
4172,16-07-2020,8:00 AM,Sikkim,87,0,220
4208,17-07-2020,8:00 AM,Sikkim,88,0,243
4244,18-07-2020,8:00 AM,Sikkim,90,0,266
4280,19-07-2020,8:00 AM,Sikkim,90,0,275
4315,20-07-2020,8:00 AM,Sikkim,92,0,283
4350,21-07-2020,8:00 AM,Sikkim,92,0,305
4385,22-07-2020,8:00 AM,Sikkim,108,0,330
4420,23-07-2020,8:00 AM,Sikkim,112,0,438
4455,24-07-2020,8:00 AM,Sikkim,122,0,460
4490,25-07-2020,8:00 AM,Sikkim,142,0,477
4525,26-07-2020,8:00 AM,Sikkim,142,0,499
4560,27-07-2020,8:00 AM,Sikkim,148,0,545
4595,28-07-2020,8:00 AM,Sikkim,174,1,555
4630,29-07-2020,8:00 AM,Sikkim,186,1,579
4665,30-07-2020,8:00 AM,Sikkim,198,1,596
4700,31-07-2020,8:00 AM,Sikkim,214,1,610
4735,01-08-2020,8:00 AM,Sikkim,231,1,639
4770,02-08-2020,8:00 AM,Sikkim,269,1,650
4805,03-08-2020,8:00 AM,Sikkim,289,1,658
4840,04-08-2020,8:00 AM,Sikkim,297,1,688
4875,05-08-2020,8:00 AM,Sikkim,299,1,783
4910,06-08-2020,8:00 AM,Sikkim,303,1,800
4945,07-08-2020,8:00 AM,Sikkim,353,1,829
4980,08-08-2020,8:00 AM,Sikkim,406,1,854
5015,09-08-2020,8:00 AM,Sikkim,470,1,860
5050,10-08-2020,8:00 AM,Sikkim,494,1,866
5085,11-08-2020,8:00 AM,Sikkim,510,1,910
5120,12-08-2020,8:00 AM,Sikkim,534,1,913
5155,13-08-2020,8:00 AM,Sikkim,550,1,930
5190,14-08-2020,8:00 AM,Sikkim,581,1,931
5225,15-08-2020,8:00 AM,Sikkim,623,1,1080
5260,16-08-2020,8:00 AM,Sikkim,661,1,1148
5295,17-08-2020,8:00 AM,Sikkim,673,1,1167
5330,18-08-2020,8:00 AM,Sikkim,701,1,1187
5365,19-08-2020,8:00 AM,Sikkim,755,2,1207
5400,20-08-2020,8:00 AM,Sikkim,789,3,1232
5435,21-08-2020,8:00 AM,Sikkim,827,3,1290
5470,22-08-2020,8:00 AM,Sikkim,834,3,1336
5505,23-08-2020,8:00 AM,Sikkim,871,3,1381
5540,24-08-2020,8:00 AM,Sikkim,871,3,1403
5575,25-08-2020,8:00 AM,Sikkim,934,3,1446
5610,26-08-2020,8:00 AM,Sikkim,1054,3,1475
5645,27-08-2020,8:00 AM,Sikkim,1076,3,1486
5680,28-08-2020,8:00 AM,Sikkim,1151,3,1542
5715,29-08-2020,8:00 AM,Sikkim,1184,3,1576
5750,30-08-2020,8:00 AM,Sikkim,1195,3,1602
5785,31-08-2020,8:00 AM,Sikkim,1220,3,1627
5820,01-09-2020,8:00 AM,Sikkim,1225,3,1652
5855,02-09-2020,8:00 AM,Sikkim,1237,4,1670
5890,03-09-2020,8:00 AM,Sikkim,1269,4,1704
5925,04-09-2020,8:00 AM,Sikkim,1304,4,1738
5960,05-09-2020,8:00 AM,Sikkim,1329,5,1843
5995,06-09-2020,8:00 AM,Sikkim,1347,5,1901
6030,07-09-2020,8:00 AM,Sikkim,1371,5,1910
6065,08-09-2020,8:00 AM,Sikkim,1396,5,1939
6100,09-09-2020,8:00 AM,Sikkim,1413,7,1958
6135,10-09-2020,8:00 AM,Sikkim,1429,7,1989
6170,11-09-2020,8:00 AM,Sikkim,1470,7,2009
6205,12-09-2020,8:00 AM,Sikkim,1486,8,2026
6240,13-09-2020,8:00 AM,Sikkim,1503,11,2055
6275,14-09-2020,8:00 AM,Sikkim,1505,14,2086
6310,15-09-2020,8:00 AM,Sikkim,1521,16,2119
6345,16-09-2020,8:00 AM,Sikkim,1690,19,2173
6380,17-09-2020,8:00 AM,Sikkim,1722,19,2221
6415,18-09-2020,8:00 AM,Sikkim,1789,22,2274
6450,19-09-2020,8:00 AM,Sikkim,1857,24,2303
6485,20-09-2020,8:00 AM,Sikkim,1972,25,2423
6520,21-09-2020,8:00 AM,Sikkim,1975,28,2472
6555,22-09-2020,8:00 AM,Sikkim,1986,29,2528
6590,23-09-2020,8:00 AM,Sikkim,2009,29,2594
6625,24-09-2020,8:00 AM,Sikkim,2023,30,2628
6660,25-09-2020,8:00 AM,Sikkim,2054,31,2692
6695,26-09-2020,8:00 AM,Sikkim,2075,31,2785
6730,27-09-2020,8:00 AM,Sikkim,2097,31,2833
6765,28-09-2020,8:00 AM,Sikkim,2146,33,2871
6800,29-09-2020,8:00 AM,Sikkim,2164,34,2896
6835,30-09-2020,8:00 AM,Sikkim,2235,35,2937
6870,01-10-2020,8:00 AM,Sikkim,2303,37,3012
6905,02-10-2020,8:00 AM,Sikkim,2375,39,3050
6940,03-10-2020,8:00 AM,Sikkim,2409,41,3092
6975,04-10-2020,8:00 AM,Sikkim,2448,43,3131
7010,05-10-2020,8:00 AM,Sikkim,2480,45,3174
7045,06-10-2020,8:00 AM,Sikkim,2547,46,3191
7080,07-10-2020,8:00 AM,Sikkim,2587,49,3216
7115,08-10-2020,8:00 AM,Sikkim,2615,49,3234
7150,09-10-2020,8:00 AM,Sikkim,2650,51,3246
7185,10-10-2020,8:00 AM,Sikkim,2721,53,3278
7220,11-10-2020,8:00 AM,Sikkim,2816,55,3321
7255,12-10-2020,8:00 AM,Sikkim,2920,55,3359
7290,13-10-2020,8:00 AM,Sikkim,2925,57,3366
7325,14-10-2020,8:00 AM,Sikkim,3014,59,3417
7360,15-10-2020,8:00 AM,Sikkim,3075,59,3459
7395,16-10-2020,8:00 AM,Sikkim,3129,59,3500
7430,17-10-2020,8:00 AM,Sikkim,3177,59,3531
7465,18-10-2020,8:00 AM,Sikkim,3233,59,3567
7500,19-10-2020,8:00 AM,Sikkim,3265,60,3597
7535,20-10-2020,8:00 AM,Sikkim,3276,62,3601
7570,21-10-2020,8:00 AM,Sikkim,3326,63,3643
7605,22-10-2020,8:00 AM,Sikkim,3361,63,3677
7640,23-10-2020,8:00 AM,Sikkim,3410,63,3727
7675,24-10-2020,8:00 AM,Sikkim,3465,63,3770
7710,25-10-2020,8:00 AM,Sikkim,3490,63,3819
7745,26-10-2020,8:00 AM,Sikkim,3525,64,3835
7780,27-10-2020,8:00 AM,Sikkim,3530,65,3840
7815,28-10-2020,8:00 AM,Sikkim,3534,67,3863
7850,29-10-2020,8:00 AM,Sikkim,3545,67,3875
7885,30-10-2020,8:00 AM,Sikkim,3558,67,3893
7920,31-10-2020,8:00 AM,Sikkim,3591,68,3913
7955,01-11-2020,8:00 AM,Sikkim,3617,72,3940
7990,02-11-2020,8:00 AM,Sikkim,3651,73,3958
8025,03-11-2020,8:00 AM,Sikkim,3655,73,3967
8060,04-11-2020,8:00 AM,Sikkim,3660,73,4004
8095,05-11-2020,8:00 AM,Sikkim,3740,73,4067
8130,06-11-2020,8:00 AM,Sikkim,3778,75,4093
8165,07-11-2020,8:00 AM,Sikkim,3786,75,4144
8200,08-11-2020,8:00 AM,Sikkim,3805,76,4195
8235,09-11-2020,8:00 AM,Sikkim,3894,78,4245
8270,10-11-2020,8:00 AM,Sikkim,3910,79,4257
8305,11-11-2020,8:00 AM,Sikkim,3923,80,4308
8340,12-11-2020,8:00 AM,Sikkim,3971,82,4344
8375,13-11-2020,8:00 AM,Sikkim,4019,85,4368
8410,14-11-2020,8:00 AM,Sikkim,4036,86,4415
8445,15-11-2020,8:00 AM,Sikkim,4073,87,4456
8480,16-11-2020,8:00 AM,Sikkim,4125,89,4498
8515,17-11-2020,8:00 AM,Sikkim,4137,91,4521
8550,18-11-2020,8:00 AM,Sikkim,4144,92,4548
8585,19-11-2020,8:00 AM,Sikkim,4182,95,4577
8620,20-11-2020,8:00 AM,Sikkim,4218,95,4609
8655,21-11-2020,8:00 AM,Sikkim,4271,96,4632
8690,22-11-2020,8:00 AM,Sikkim,4304,98,4691
8725,23-11-2020,8:00 AM,Sikkim,4345,99,4722
8760,24-11-2020,8:00 AM,Sikkim,4406,100,4736
8795,25-11-2020,8:00 AM,Sikkim,4437,102,4777
8830,26-11-2020,8:00 AM,Sikkim,4481,102,4819
8865,27-11-2020,8:00 AM,Sikkim,4501,102,4871
8900,28-11-2020,8:00 AM,Sikkim,4541,103,4908
8935,29-11-2020,8:00 AM,Sikkim,4572,107,4967
8970,30-11-2020,8:00 AM,Sikkim,4609,108,4985
9005,01-12-2020,8:00 AM,Sikkim,4632,109,4989
9040,02-12-2020,8:00 AM,Sikkim,4637,110,5031
9075,03-12-2020,8:00 AM,Sikkim,4661,111,5072
9110,04-12-2020,8:00 AM,Sikkim,4669,111,5100
9145,05-12-2020,8:00 AM,Sikkim,4677,112,5147
9180,06-12-2020,8:00 AM,Sikkim,4686,115,5168
9215,07-12-2020,8:00 AM,Sikkim,4695,115,5197
9250,08-12-2020,8:00 AM,Sikkim,4715,117,5203
9285,09-12-2020,8:00 AM,Sikkim,4735,117,5215
9320,10-12-2020,8:00 AM,Sikkim,4754,117,5239
9356,11-12-2020,8:00 AM,Sikkim,4779,118,5264
9392,12-12-2020,8:00 AM,Sikkim,4810,118,5291
9428,13-12-2020,8:00 AM,Sikkim,4834,118,5316
9464,14-12-2020,8:00 AM,Sikkim,4864,118,5338
9500,15-12-2020,8:00 AM,Sikkim,4919,118,5340
9536,16-12-2020,8:00 AM,Sikkim,4952,119,5365
9572,17-12-2020,8:00 AM,Sikkim,4971,121,5398
9608,18-12-2020,8:00 AM,Sikkim,4990,122,5406
9644,19-12-2020,8:00 AM,Sikkim,5012,123,5439
9680,20-12-2020,8:00 AM,Sikkim,5037,123,5561
9716,21-12-2020,8:00 AM,Sikkim,5075,124,5573
9752,22-12-2020,8:00 AM,Sikkim,5092,124,5576
9788,23-12-2020,8:00 AM,Sikkim,5108,124,5610
9824,24-12-2020,8:00 AM,Sikkim,5110,125,5632
9860,25-12-2020,8:00 AM,Sikkim,5119,125,5664
9896,26-12-2020,8:00 AM,Sikkim,5142,125,5684
9932,27-12-2020,8:00 AM,Sikkim,5157,125,5799
9968,28-12-2020,8:00 AM,Sikkim,5173,125,5845
10004,29-12-2020,8:00 AM,Sikkim,5188,126,5845
10040,30-12-2020,8:00 AM,Sikkim,5201,126,5864
10076,31-12-2020,8:00 AM,Sikkim,5218,127,5877
10112,01-01-2021,8:00 AM,Sikkim,5233,127,5889
10148,02-01-2021,8:00 AM,Sikkim,5238,128,5900
10184,03-01-2021,8:00 AM,Sikkim,5252,129,5911
10220,04-01-2021,8:00 AM,Sikkim,5285,129,5920
10256,05-01-2021,8:00 AM,Sikkim,5307,129,5921
10292,06-01-2021,8:00 AM,Sikkim,5316,129,5938
10328,07-01-2021,8:00 AM,Sikkim,5358,129,5951
10364,08-01-2021,8:00 AM,Sikkim,5371,129,5965
10400,09-01-2021,8:00 AM,Sikkim,5457,129,5979
10436,10-01-2021,8:00 AM,Sikkim,5486,129,5984
10472,11-01-2021,8:00 AM,Sikkim,5508,129,5988
10508,12-01-2021,8:00 AM,Sikkim,5538,129,5989
10544,13-01-2021,8:00 AM,Sikkim,5554,129,5996
10580,14-01-2021,8:00 AM,Sikkim,5564,129,6004
10616,15-01-2021,8:00 AM,Sikkim,5719,130,6011
10652,16-01-2021,8:00 AM,Sikkim,5731,130,6024
10688,17-01-2021,8:00 AM,Sikkim,5741,130,6029
10724,18-01-2021,8:00 AM,Sikkim,5747,130,6038
10760,19-01-2021,8:00 AM,Sikkim,5756,130,6038
10796,20-01-2021,8:00 AM,Sikkim,5765,131,6052
10832,21-01-2021,8:00 AM,Sikkim,5766,131,6057
10868,22-01-2021,8:00 AM,Sikkim,5783,131,6062
10904,23-01-2021,8:00 AM,Sikkim,5792,131,6063
10940,24-01-2021,8:00 AM,Sikkim,5802,132,6068
10976,25-01-2021,8:00 AM,Sikkim,5811,133,6071
11012,26-01-2021,8:00 AM,Sikkim,5824,133,6072
11048,27-01-2021,8:00 AM,Sikkim,5841,133,6078
11084,28-01-2021,8:00 AM,Sikkim,5844,133,6079
11120,29-01-2021,8:00 AM,Sikkim,5847,133,6084
11156,30-01-2021,8:00 AM,Sikkim,5855,133,6085
11192,31-01-2021,8:00 AM,Sikkim,5861,133,6088
11228,01-02-2021,8:00 AM,Sikkim,5870,134,6090
11264,02-02-2021,8:00 AM,Sikkim,5874,135,6091
11300,03-02-2021,8:00 AM,Sikkim,5876,135,6096
11336,04-02-2021,8:00 AM,Sikkim,5877,135,6098
11372,05-02-2021,8:00 AM,Sikkim,5886,135,6103
11408,06-02-2021,8:00 AM,Sikkim,5893,135,6105
11444,07-02-2021,8:00 AM,Sikkim,5898,135,6108
11480,08-02-2021,8:00 AM,Sikkim,5905,135,6110
11516,09-02-2021,8:00 AM,Sikkim,5908,135,6110
11552,10-02-2021,8:00 AM,Sikkim,5912,135,6110
11588,11-02-2021,8:00 AM,Sikkim,5916,135,6111
11624,12-02-2021,8:00 AM,Sikkim,5916,135,6113
11660,13-02-2021,8:00 AM,Sikkim,5920,135,6116
11696,14-02-2021,8:00 AM,Sikkim,5922,135,6116
11732,15-02-2021,8:00 AM,Sikkim,5927,135,6118
11768,16-02-2021,8:00 AM,Sikkim,5929,135,6118
11804,17-02-2021,8:00 AM,Sikkim,5930,135,6121
11840,18-02-2021,8:00 AM,Sikkim,5932,135,6121
11876,19-02-2021,8:00 AM,Sikkim,5933,135,6126
11912,20-02-2021,8:00 AM,Sikkim,5938,135,6127
11948,21-02-2021,8:00 AM,Sikkim,5940,135,6128
11984,22-02-2021,8:00 AM,Sikkim,5945,135,6132
12020,23-02-2021,8:00 AM,Sikkim,5948,135,6132
12056,24-02-2021,8:00 AM,Sikkim,5950,135,6132
12092,25-02-2021,8:00 AM,Sikkim,5950,135,6132
12128,26-02-2021,8:00 AM,Sikkim,5955,135,6133
12164,27-02-2021,8:00 AM,Sikkim,5955,135,6135
12200,28-02-2021,8:00 AM,Sikkim,5958,135,6137
12236,01-03-2021,8:00 AM,Sikkim,5964,135,6145
12272,02-03-2021,8:00 AM,Sikkim,5965,135,6145
12308,03-03-2021,8:00 AM,Sikkim,5975,135,6147
12344,04-03-2021,8:00 AM,Sikkim,5986,135,6150
12380,05-03-2021,8:00 AM,Sikkim,5987,135,6154
12416,06-03-2021,8:00 AM,Sikkim,5987,135,6157
12452,07-03-2021,8:00 AM,Sikkim,5988,135,6167
12488,08-03-2021,8:00 AM,Sikkim,5989,135,6174
12524,09-03-2021,8:00 AM,Sikkim,5989,135,6174
12560,10-03-2021,8:00 AM,Sikkim,5990,135,6175
12596,11-03-2021,8:00 AM,Sikkim,5990,135,6175
12632,12-03-2021,8:00 AM,Sikkim,5994,135,6178
12668,13-03-2021,8:00 AM,Sikkim,5994,135,6183
12704,14-03-2021,8:00 AM,Sikkim,6002,135,6184
12740,15-03-2021,8:00 AM,Sikkim,6003,135,6184
12776,16-03-2021,8:00 AM,Sikkim,6008,135,6184
12812,17-03-2021,8:00 AM,Sikkim,6012,135,6191
12848,18-03-2021,8:00 AM,Sikkim,6013,135,6194
12884,19-03-2021,8:00 AM,Sikkim,6013,135,6196
12920,20-03-2021,8:00 AM,Sikkim,6015,135,6199
12956,21-03-2021,8:00 AM,Sikkim,6016,135,6204
12992,22-03-2021,8:00 AM,Sikkim,6017,135,6206
13028,23-03-2021,8:00 AM,Sikkim,6022,135,6206
13064,24-03-2021,8:00 AM,Sikkim,6031,135,6208
13100,25-03-2021,8:00 AM,Sikkim,6032,135,6210
13136,26-03-2021,8:00 AM,Sikkim,6037,135,6212
13172,27-03-2021,8:00 AM,Sikkim,6039,135,6215
13208,28-03-2021,8:00 AM,Sikkim,6041,135,6226
13244,29-03-2021,8:00 AM,Sikkim,6048,135,6227
13280,30-03-2021,8:00 AM,Sikkim,6049,135,6227
13316,31-03-2021,8:00 AM,Sikkim,6050,135,6233
13352,01-04-2021,8:00 AM,Sikkim,6053,135,6235
13388,02-04-2021,8:00 AM,Sikkim,6060,135,6241
13424,03-04-2021,8:00 AM,Sikkim,6064,135,6245
13460,04-04-2021,8:00 AM,Sikkim,6068,135,6251
13496,05-04-2021,8:00 AM,Sikkim,6071,135,6257
13532,06-04-2021,8:00 AM,Sikkim,6071,136,6263
13568,07-04-2021,8:00 AM,Sikkim,6085,136,6286
13604,08-04-2021,8:00 AM,Sikkim,6086,136,6317
13640,09-04-2021,8:00 AM,Sikkim,6090,136,6323
13676,10-04-2021,8:00 AM,Sikkim,6092,136,6329
13712,11-04-2021,8:00 AM,Sikkim,6099,136,6351
13748,12-04-2021,8:00 AM,Sikkim,6100,136,6405
13784,13-04-2021,8:00 AM,Sikkim,6113,136,6410
13820,14-04-2021,8:00 AM,Sikkim,6124,136,6435
13856,15-04-2021,8:00 AM,Sikkim,6127,136,6456
13892,16-04-2021,8:00 AM,Sikkim,6132,136,6497
13928,17-04-2021,8:00 AM,Sikkim,6142,136,6519
13964,18-04-2021,8:00 AM,Sikkim,6150,136,6591
14000,19-04-2021,8:00 AM,Sikkim,6161,136,6696
14036,20-04-2021,8:00 AM,Sikkim,6165,136,6705
14072,21-04-2021,8:00 AM,Sikkim,6172,136,6796
14108,22-04-2021,8:00 AM,Sikkim,6174,136,6846
14144,23-04-2021,8:00 AM,Sikkim,6193,137,6970
14180,24-04-2021,8:00 AM,Sikkim,6207,137,7037
14216,25-04-2021,8:00 AM,Sikkim,6223,137,7158
14252,26-04-2021,8:00 AM,Sikkim,6234,138,7306
14288,27-04-2021,8:00 AM,Sikkim,6261,140,7329
14324,28-04-2021,8:00 AM,Sikkim,6302,142,7426
14360,29-04-2021,8:00 AM,Sikkim,6328,143,7577
14396,30-04-2021,8:00 AM,Sikkim,6354,146,7747
14432,01-05-2021,8:00 AM,Sikkim,6373,147,7952
14468,02-05-2021,8:00 AM,Sikkim,6416,148,8211
14504,03-05-2021,8:00 AM,Sikkim,6484,149,8441
14540,04-05-2021,8:00 AM,Sikkim,6595,150,8468
14576,05-05-2021,8:00 AM,Sikkim,6617,151,8698
14612,06-05-2021,8:00 AM,Sikkim,6714,155,8919
14648,07-05-2021,8:00 AM,Sikkim,6769,158,9183
14684,08-05-2021,8:00 AM,Sikkim,6893,160,9451
14720,09-05-2021,8:00 AM,Sikkim,6958,165,9651
14756,10-05-2021,8:00 AM,Sikkim,7074,167,9878
14792,11-05-2021,8:00 AM,Sikkim,7215,169,9924
14828,12-05-2021,8:00 AM,Sikkim,7249,177,10165
14864,13-05-2021,8:00 AM,Sikkim,7343,183,10392
14900,14-05-2021,8:00 AM,Sikkim,7485,192,10623
14936,15-05-2021,8:00 AM,Sikkim,7655,198,10855
14972,16-05-2021,8:00 AM,Sikkim,7857,203,11070
15008,17-05-2021,8:00 AM,Sikkim,8109,205,11410
15044,18-05-2021,8:00 AM,Sikkim,8333,210,11480
15080,19-05-2021,8:00 AM,Sikkim,8427,212,11689
15116,20-05-2021,8:00 AM,Sikkim,8649,214,11955
15152,21-05-2021,8:00 AM,Sikkim,8865,217,12204
15188,22-05-2021,8:00 AM,Sikkim,9126,220,12521
15224,23-05-2021,8:00 AM,Sikkim,9393,221,12808
15260,24-05-2021,8:00 AM,Sikkim,9591,224,13132
15296,25-05-2021,8:00 AM,Sikkim,9817,232,13233
15332,26-05-2021,8:00 AM,Sikkim,9904,237,13511
15368,27-05-2021,8:00 AM,Sikkim,10145,239,13806
15404,28-05-2021,8:00 AM,Sikkim,10370,240,14214
15440,29-05-2021,8:00 AM,Sikkim,10597,243,14634
15476,30-05-2021,8:00 AM,Sikkim,10829,247,14907
15512,31-05-2021,8:00 AM,Sikkim,10960,250,15171
15548,01-06-2021,8:00 AM,Sikkim,11043,253,15317
15584,02-06-2021,8:00 AM,Sikkim,11377,257,15626
15620,03-06-2021,8:00 AM,Sikkim,11513,260,15876
15656,04-06-2021,8:00 AM,Sikkim,11718,263,16165
15692,05-06-2021,8:00 AM,Sikkim,12002,266,16518
15728,06-06-2021,8:00 AM,Sikkim,12285,268,16771
15764,07-06-2021,8:00 AM,Sikkim,12532,273,17111
15800,08-06-2021,8:00 AM,Sikkim,12846,273,17170
15836,09-06-2021,8:00 AM,Sikkim,13132,275,17425
15872,10-06-2021,8:00 AM,Sikkim,13511,276,17656
15908,11-06-2021,8:00 AM,Sikkim,13624,279,17943
15944,12-06-2021,8:00 AM,Sikkim,13901,281,18090
15980,13-06-2021,8:00 AM,Sikkim,14193,281,18257
16016,14-06-2021,8:00 AM,Sikkim,14580,281,18414
16052,15-06-2021,8:00 AM,Sikkim,14863,281,18450
16088,16-06-2021,8:00 AM,Sikkim,15136,284,18659
16124,17-06-2021,8:00 AM,Sikkim,15556,285,18806
16160,18-06-2021,8:00 AM,Sikkim,15702,287,18896
16196,19-06-2021,8:00 AM,Sikkim,15868,290,19058
16232,20-06-2021,8:00 AM,Sikkim,16167,291,19209
16268,21-06-2021,8:00 AM,Sikkim,16306,293,19296
16304,22-06-2021,8:00 AM,Sikkim,16580,293,19321
16340,23-06-2021,8:00 AM,Sikkim,16732,296,19458
16376,24-06-2021,8:00 AM,Sikkim,16903,296,19589
16412,25-06-2021,8:00 AM,Sikkim,17101,298,19681
16448,26-06-2021,8:00 AM,Sikkim,17257,299,19811
16484,27-06-2021,8:00 AM,Sikkim,17470,301,19941
16520,28-06-2021,8:00 AM,Sikkim,17673,301,20111
16556,29-06-2021,8:00 AM,Sikkim,17851,304,20182
16592,30-06-2021,8:00 AM,Sikkim,17954,305,20324
16628,01-07-2021,8:00 AM,Sikkim,18214,307,20544
16664,02-07-2021,8:00 AM,Sikkim,18251,308,20666
16700,03-07-2021,8:00 AM,Sikkim,18407,308,20777
16736,04-07-2021,8:00 AM,Sikkim,18589,308,20955
16772,05-07-2021,8:00 AM,Sikkim,18722,308,21131
16808,06-07-2021,8:00 AM,Sikkim,19048,309,21226
16844,07-07-2021,8:00 AM,Sikkim,19200,309,21403
16880,08-07-2021,8:00 AM,Sikkim,19287,311,21573
16916,09-07-2021,8:00 AM,Sikkim,19339,312,21795
16952,10-07-2021,8:00 AM,Sikkim,19476,312,21965
16988,11-07-2021,8:00 AM,Sikkim,19606,313,22163
17024,12-07-2021,8:00 AM,Sikkim,19725,315,22307
17060,13-07-2021,8:00 AM,Sikkim,19855,317,22397
17096,14-07-2021,8:00 AM,Sikkim,20025,317,22623
17132,15-07-2021,8:00 AM,Sikkim,20196,317,22792
17168,16-07-2021,8:00 AM,Sikkim,20289,318,22929
17204,17-07-2021,8:00 AM,Sikkim,20441,319,23080
17240,18-07-2021,8:00 AM,Sikkim,20660,321,23237
17276,19-07-2021,8:00 AM,Sikkim,20760,324,23392
17312,20-07-2021,8:00 AM,Sikkim,20896,324,23649
17348,21-07-2021,8:00 AM,Sikkim,21009,325,23796
17384,22-07-2021,8:00 AM,Sikkim,21105,326,24047
17420,23-07-2021,8:00 AM,Sikkim,21294,328,24341
17456,24-07-2021,8:00 AM,Sikkim,21473,329,24598
17492,25-07-2021,8:00 AM,Sikkim,21644,330,24823
17528,26-07-2021,8:00 AM,Sikkim,21813,330,25160
17564,27-07-2021,8:00 AM,Sikkim,22038,331,25339
17600,28-07-2021,8:00 AM,Sikkim,22208,333,25616
17636,29-07-2021,8:00 AM,Sikkim,22406,333,25856
17672,30-07-2021,8:00 AM,Sikkim,22498,337,26132
17708,31-07-2021,8:00 AM,Sikkim,22667,342,26311
17744,01-08-2021,8:00 AM,Sikkim,22804,344,26548
17780,02-08-2021,8:00 AM,Sikkim,22955,345,26754
17816,03-08-2021,8:00 AM,Sikkim,23211,346,26880
17852,04-08-2021,8:00 AM,Sikkim,23376,348,27125
17888,05-08-2021,8:00 AM,Sikkim,23589,349,27342
17924,06-08-2021,8:00 AM,Sikkim,23805,351,27526
